"orig_index","cc_num","merchant","category","amt","lat","long","city_pop","unix_time","trans_date_trans_time","is_fraud","card_7d_tx_count","card_30d_tx_count","card_7d_amt_sum","merch_7d_tx_count","merch_30d_tx_count","merch_amt_sum_day","node_degree_card","node_degree_merchant","node_comp_size","node_pagerank_card","node_pagerank_merch","node_eig_card","node_eig_merch","node_clust_card","node_clust_merch","node_core_card","node_core_merch","node_neighbor_fraud_card","node_neighbor_fraud_merch"
"659","4000000000000659","fraud_Heathcote LLC","home","250.36","29.7604","-95.3698","2328000","1704405060","2024-01-04 21:51:00","0","3","11","754.22","2","3","517.72","6","3","17","0.1840","0.1974","0.2500","0.0700","0.20","0.00","3","1","0.40","0.10"
"660","4000000000000660","fraud_Kilback LLC","grocery_pos","250.90","39.9526","-75.1652","1600000","1704405600","2024-01-04 22:00:00","0","4","13","1009.88","5","11","1254.50","1","5","2","0.1860","0.2123","0.2600","0.1200","0.00","0.10","1","2","0.00","0.20"
"661","4000000000000661","fraud_Ruecker Group","personal_care","251.44","33.4484","-112.0740","1625000","1704406140","2024-01-04 22:09:00","0","5","15","1266.62","8","19","2015.77","2","7","5","0.1880","0.2272","0.2700","0.1700","0.10","0.20","2","3","0.10","0.30"
"662","4000000000000662","fraud_Stokes and Sons","grocery_pos","251.98","32.7767","-96.7970","1304000","1704406680","2024-01-04 22:18:00","0","6","17","1524.44","3","19","764.44","3","2","8","0.1900","0.0528","0.2800","0.2200","0.20","0.30","3","1","0.20","0.40"
"663","4000000000000663","fraud_Bahringer Group","personal_care","250.31","47.6062","-122.3321","737000","1704407220","2024-01-04 22:27:00","1","7","19","1767.87","6","9","1514.61","4","4","11","0.1920","0.0677","0.2900","0.2700","0.00","0.00","1","2","0.30","0.00"
"664","4000000000000664","fraud_Haley Ltd","grocery_pos","250.85","40.7128","-74.0060","8419000","1704407760","2024-01-04 22:36:00","0","8","21","2025.64","1","9","267.85","5","6","14","0.1940","0.0826","0.3000","0.3200","0.10","0.10","2","3","0.40","0.10"
"665","4000000000000665","fraud_McDermott PLC","personal_care","251.39","34.0522","-118.2437","3980000","1704408300","2024-01-04 22:45:00","0","9","23","2262.51","4","17","1005.56","6","1","17","0.1960","0.0974","0.3100","0.3700","0.20","0.20","3","1","0.00","0.20"
"666","4000000000000666","fraud_Lynch-Wisozk","grocery_pos","251.93","41.8781","-87.6298","2746000","1704408840","2024-01-04 22:54:00","0","1","16","255.07","7","7","1767.76","1","3","2","0.1980","0.1123","0.3200","0.4200","0.00","0.30","1","2","0.10","0.30"
"667","4000000000000667","fraud_Huels-Nolan","personal_care","252.47","29.7604","-95.3698","2328000","1704409380","2024-01-04 23:03:00","0","2","18","511.22","2","7","513.44","2","5","5","0.2000","0.1272","0.3300","0.4700","0.10","0.00","2","3","0.20","0.40"
"668","4000000000000668","fraud_Schmeler Inc","grocery_pos","253.01","39.9526","-75.1652","1600000","1704409920","2024-01-04 23:12:00","0","3","20","768.45","5","15","1277.80","3","7","8","0.2020","0.1421","0.3400","0.0500","0.20","0.10","3","1","0.30","0.00"
"669","4000000000000669","fraud_Heathcote LLC","personal_care","253.55","33.4484","-112.0740","1625000","1704410460","2024-01-04 23:21:00","0","4","22","1026.76","8","23","2045.40","4","2","11","0.2040","0.1570","0.3500","0.1000","0.00","0.20","1","2","0.40","0.10"
"670","4000000000000670","fraud_Kilback LLC","grocery_pos","254.09","32.7767","-96.7970","1304000","1704411000","2024-01-04 23:30:00","0","5","24","1286.15","3","5","762.27","5","4","14","0.2060","0.1719","0.3600","0.1500","0.10","0.30","2","3","0.00","0.20"
"671","4000000000000671","fraud_Ruecker Group","misc_net","254.63","47.6062","-122.3321","737000","1704411540","2024-01-04 23:39:00","0","6","26","1546.62","6","13","1532.03","6","6","17","0.2080","0.1868","0.3700","0.2000","0.20","0.00","3","1","0.10","0.30"
"672","4000000000000672","fraud_Stokes and Sons","shopping_net","255.17","40.7128","-74.0060","8419000","1704412080","2024-01-04 23:48:00","0","7","7","1786.19","1","13","263.67","1","1","2","0.2100","0.2017","0.3800","0.2500","0.00","0.10","1","2","0.20","0.40"
"673","4000000000000673","fraud_Bahringer Group","misc_net","255.71","34.0522","-118.2437","3980000","1704412620","2024-01-04 23:57:00","0","8","9","2048.82","4","21","1035.59","2","3","5","0.2120","0.2166","0.3900","0.3000","0.10","0.20","2","3","0.30","0.00"
"674","4000000000000674","fraud_Haley Ltd","shopping_net","256.25","41.8781","-87.6298","2746000","1704413160","2024-01-05 00:06:00","0","9","11","2312.53","7","11","1810.75","3","5","8","0.2140","0.0421","0.4000","0.3500","0.20","0.30","3","1","0.40","0.10"
"675","4000000000000675","fraud_McDermott PLC","misc_net","256.79","29.7604","-95.3698","2328000","1704413700","2024-01-05 00:15:00","0","1","4","266.21","2","11","513.58","4","7","11","0.2160","0.0570","0.4100","0.4000","0.00","0.00","1","2","0.00","0.20"
"676","4000000000000676","fraud_Lynch-Wisozk","shopping_net","255.12","39.9526","-75.1652","1600000","1704414240","2024-01-05 00:24:00","0","2","6","522.80","5","19","1279.85","5","2","14","0.2180","0.0719","0.4200","0.4500","0.10","0.10","2","3","0.10","0.30"
"677","4000000000000677","fraud_Huels-Nolan","misc_net","255.66","33.4484","-112.0740","1625000","1704414780","2024-01-05 00:33:00","0","3","8","782.68","8","9","2053.78","6","4","17","0.2200","0.0868","0.4300","0.0300","0.20","0.20","3","1","0.20","0.40"
"678","4000000000000678","fraud_Schmeler Inc","shopping_net","256.20","32.7767","-96.7970","1304000","1704415320","2024-01-05 00:42:00","0","4","10","1043.64","3","9","781.35","1","6","2","0.2220","0.1017","0.4400","0.0800","0.00","0.30","1","2","0.30","0.00"
"679","4000000000000679","fraud_Heathcote LLC","misc_net","256.74","47.6062","-122.3321","737000","1704415860","2024-01-05 00:51:00","0","5","12","1283.70","6","17","1557.44","2","1","5","0.0300","0.1166","0.4500","0.1300","0.10","0.00","2","3","0.40","0.10"
"680","4000000000000680","fraud_Kilback LLC","shopping_net","257.28","40.7128","-74.0060","8419000","1704416400","2024-01-05 01:00:00","1","6","14","1546.82","1","17","257.28","3","3","8","0.0320","0.1315","0.4600","0.1800","0.20","0.10","3","1","0.00","0.20"
"681","4000000000000681","fraud_Ruecker Group","misc_net","257.82","34.0522","-118.2437","3980000","1704416940","2024-01-05 01:09:00","0","7","16","1811.02","4","7","1035.53","4","5","11","0.0340","0.1464","0.4700","0.2300","0.00","0.20","1","2","0.10","0.30"
"682","4000000000000682","fraud_Stokes and Sons","gas_transport","258.36","41.8781","-87.6298","2746000","1704417480","2024-01-05 01:18:00","0","8","18","2076.30","7","15","1817.02","5","7","14","0.0360","0.1613","0.4800","0.2800","0.10","0.30","2","3","0.20","0.40"
"683","4000000000000683","fraud_Bahringer Group","food_dining","258.90","29.7604","-95.3698","2328000","1704418020","2024-01-05 01:27:00","0","9","20","2342.66","2","15","530.55","6","2","17","0.0380","0.1762","0.4900","0.3300","0.20","0.00","3","1","0.30","0.00"
"684","4000000000000684","fraud_Haley Ltd","gas_transport","259.44","39.9526","-75.1652","1600000","1704418560","2024-01-05 01:36:00","0","1","13","275.14","5","5","1314.20","1","4","2","0.0400","0.1911","0.5000","0.3800","0.00","0.10","1","2","0.40","0.10"
"685","4000000000000685","fraud_McDermott PLC","food_dining","259.98","33.4484","-112.0740","1625000","1704419100","2024-01-05 01:45:00","0","2","15","538.80","8","13","2079.84","2","6","5","0.0420","0.2060","0.5100","0.4300","0.10","0.20","2","3","0.00","0.20"
"686","4000000000000686","fraud_Lynch-Wisozk","gas_transport","260.52","32.7767","-96.7970","1304000","1704419640","2024-01-05 01:54:00","0","3","17","781.56","3","13","785.81","3","1","8","0.0440","0.2209","0.5200","0.4800","0.20","0.30","3","1","0.10","0.30"
"687","4000000000000687","fraud_Huels-Nolan","food_dining","261.06","47.6062","-122.3321","737000","1704420180","2024-01-05 02:03:00","0","4","19","1047.38","6","21","1574.86","4","3","11","0.0460","0.0464","0.5300","0.0600","0.00","0.00","1","2","0.20","0.40"
"688","4000000000000688","fraud_Schmeler Inc","gas_transport","261.60","40.7128","-74.0060","8419000","1704420720","2024-01-05 02:12:00","0","5","21","1314.28","1","3","274.35","5","5","14","0.0480","0.0613","0.5400","0.1100","0.10","0.10","2","3","0.30","0.00"
"689","4000000000000689","fraud_Heathcote LLC","food_dining","259.93","34.0522","-118.2437","3980000","1704421260","2024-01-05 02:21:00","0","6","23","1569.00","4","11","1056.72","6","7","17","0.0500","0.0762","0.0200","0.1600","0.20","0.20","3","1","0.40","0.10"
"690","4000000000000690","fraud_Kilback LLC","gas_transport","260.47","41.8781","-87.6298","2746000","1704421800","2024-01-05 02:30:00","0","7","25","1835.85","7","19","1823.29","1","2","2","0.0520","0.0911","0.0300","0.2100","0.00","0.30","1","2","0.00","0.20"
"691","4000000000000691","fraud_Ruecker Group","food_dining","261.01","29.7604","-95.3698","2328000","1704422340","2024-01-05 02:39:00","0","8","27","2103.78","2","19","526.27","2","4","5","0.0540","0.1060","0.0400","0.2600","0.10","0.00","2","3","0.10","0.30"
"692","4000000000000692","fraud_Stokes and Sons","gas_transport","261.55","39.9526","-75.1652","1600000","1704422880","2024-01-05 02:48:00","0","9","29","2372.79","5","9","1316.25","3","6","8","0.0560","0.1209","0.0500","0.3100","0.20","0.10","3","1","0.20","0.40"
"693","4000000000000693","fraud_Bahringer Group","travel","262.09","33.4484","-112.0740","1625000","1704423420","2024-01-05 02:57:00","0","1","1","262.09","8","17","2109.47","4","1","11","0.0580","0.1357","0.0600","0.3600","0.00","0.20","1","2","0.30","0.00"
"694","4000000000000694","fraud_Haley Ltd","entertainment","262.63","32.7767","-96.7970","1304000","1704423960","2024-01-05 03:06:00","0","2","3","528.40","3","17","804.89","5","3","14","0.0600","0.1506","0.0700","0.4100","0.10","0.30","2","3","0.40","0.10"
"695","4000000000000695","fraud_McDermott PLC","travel","263.17","47.6062","-122.3321","737000","1704424500","2024-01-05 03:15:00","0","3","5","795.79","6","7","1579.02","6","5","17","0.0620","0.1655","0.0800","0.4600","0.20","0.00","3","1","0.00","0.20"
"696","4000000000000696","fraud_Lynch-Wisozk","entertainment","263.71","40.7128","-74.0060","8419000","1704425040","2024-01-05 03:24:00","0","4","7","1064.26","1","7","267.96","1","7","2","0.0640","0.1804","0.0900","0.0400","0.00","0.10","1","2","0.10","0.30"
"697","4000000000000697","fraud_Huels-Nolan","travel","264.25","34.0522","-118.2437","3980000","1704425580","2024-01-05 03:33:00","1","5","9","1333.81","4","15","1065.50","2","2","5","0.0660","0.1953","0.1000","0.0900","0.10","0.20","2","3","0.20","0.40"
"698","4000000000000698","fraud_Schmeler Inc","entertainment","264.79","41.8781","-87.6298","2746000","1704426120","2024-01-05 03:42:00","0","6","11","1604.44","7","23","1866.28","3","4","8","0.0680","0.2102","0.1100","0.1400","0.20","0.30","3","1","0.30","0.00"
"699","4000000000000699","fraud_Heathcote LLC","travel","265.33","29.7604","-95.3698","2328000","1704426660","2024-01-05 03:51:00","0","7","13","1876.15","2","5","547.66","4","6","11","0.0700","0.2251","0.1200","0.1900","0.00","0.00","1","2","0.40","0.10"
"700","4000000000000700","fraud_Kilback LLC","entertainment","265.87","39.9526","-75.1652","1600000","1704427200","2024-01-05 04:00:00","0","8","15","2126.96","5","13","1329.35","5","1","14","0.0720","0.0506","0.1300","0.2400","0.10","0.10","2","3","0.00","0.20"
"701","4000000000000701","fraud_Ruecker Group","travel","266.41","33.4484","-112.0740","1625000","1704427740","2024-01-05 04:09:00","0","9","17","2400.83","8","21","2135.53","6","3","17","0.0740","0.0655","0.1400","0.2900","0.20","0.20","3","1","0.10","0.30"
"702","4000000000000702","fraud_Stokes and Sons","entertainment","264.74","32.7767","-96.7970","1304000","1704428280","2024-01-05 04:18:00","0","1","10","271.02","3","3","802.72","1","5","2","0.0760","0.0804","0.1500","0.3400","0.00","0.30","1","2","0.20","0.40"
"703","4000000000000703","fraud_Bahringer Group","travel","265.28","47.6062","-122.3321","737000","1704428820","2024-01-05 04:27:00","0","2","12","539.98","6","11","1604.43","2","7","5","0.0780","0.0953","0.1600","0.3900","0.10","0.00","2","3","0.30","0.00"
"704","4000000000000704","fraud_Haley Ltd","home","265.82","40.7128","-74.0060","8419000","1704429360","2024-01-05 04:36:00","0","3","14","810.02","1","11","282.82","3","2","8","0.0800","0.1102","0.1700","0.4400","0.20","0.10","3","1","0.40","0.10"
"705","4000000000000705","fraud_McDermott PLC","health_fitness","266.36","34.0522","-118.2437","3980000","1704429900","2024-01-05 04:45:00","0","4","16","1081.14","4","19","1065.44","4","4","11","0.0820","0.1251","0.1800","0.0200","0.00","0.20","1","2","0.00","0.20"
"706","4000000000000706","fraud_Lynch-Wisozk","home","266.90","41.8781","-87.6298","2746000","1704430440","2024-01-05 04:54:00","0","5","18","1353.34","7","9","1872.55","5","6","14","0.0840","0.1400","0.1900","0.0700","0.10","0.30","2","3","0.10","0.30"
"707","4000000000000707","fraud_Huels-Nolan","health_fitness","267.44","29.7604","-95.3698","2328000","1704430980","2024-01-05 05:03:00","0","6","20","1604.64","2","9","543.38","6","1","17","0.0860","0.1549","0.2000","0.1200","0.20","0.00","3","1","0.20","0.40"
"708","4000000000000708","fraud_Schmeler Inc","home","267.98","39.9526","-75.1652","1600000","1704431520","2024-01-05 05:12:00","0","7","22","1879.00","5","17","1352.65","1","3","2","0.0880","0.1698","0.2100","0.1700","0.00","0.10","1","2","0.30","0.00"
"709","4000000000000709","fraud_Heathcote LLC","health_fitness","268.52","33.4484","-112.0740","1625000","1704432060","2024-01-05 05:21:00","0","8","24","2154.44","8","25","2165.16","2","5","5","0.0900","0.1847","0.2200","0.2200","0.10","0.20","2","3","0.40","0.10"
"710","4000000000000710","fraud_Kilback LLC","home","269.06","32.7767","-96.7970","1304000","1704432600","2024-01-05 05:30:00","0","9","26","2430.96","3","7","807.18","3","7","8","0.0920","0.1996","0.2300","0.2700","0.20","0.30","3","1","0.00","0.20"
"711","4000000000000711","fraud_Ruecker Group","health_fitness","269.60","47.6062","-122.3321","737000","1704433140","2024-01-05 05:39:00","0","1","19","282.16","6","15","1621.85","4","2","11","0.0940","0.2145","0.2400","0.3200","0.00","0.00","1","2","0.10","0.30"
"712","4000000000000712","fraud_Stokes and Sons","home","270.14","40.7128","-74.0060","8419000","1704433680","2024-01-05 05:48:00","0","2","21","555.98","1","15","278.64","5","4","14","0.0960","0.0400","0.2500","0.3700","0.10","0.10","2","3","0.20","0.40"
"713","4000000000000713","fraud_Bahringer Group","health_fitness","270.68","34.0522","-118.2437","3980000","1704434220","2024-01-05 05:57:00","0","3","23","830.88","4","5","1095.47","6","6","17","0.0980","0.0549","0.2600","0.4200","0.20","0.20","3","1","0.30","0.00"
"714","4000000000000714","fraud_Haley Ltd","home","271.22","41.8781","-87.6298","2746000","1704434760","2024-01-05 06:06:00","1","4","4","1084.88","7","13","1915.54","1","1","2","0.1000","0.0698","0.2700","0.4700","0.00","0.30","1","2","0.40","0.10"
"715","4000000000000715","fraud_McDermott PLC","grocery_pos","269.55","29.7604","-95.3698","2328000","1704435300","2024-01-05 06:15:00","0","5","6","1350.89","2","13","539.10","2","3","5","0.1020","0.0847","0.2800","0.0500","0.10","0.00","2","3","0.00","0.20"
"716","4000000000000716","fraud_Lynch-Wisozk","personal_care","270.09","39.9526","-75.1652","1600000","1704435840","2024-01-05 06:24:00","0","6","8","1626.82","5","21","1354.70","3","5","8","0.1040","0.0996","0.2900","0.1000","0.20","0.10","3","1","0.10","0.30"
"717","4000000000000717","fraud_Huels-Nolan","grocery_pos","270.63","33.4484","-112.0740","1625000","1704436380","2024-01-05 06:33:00","0","7","10","1903.83","8","11","2173.54","4","7","11","0.1060","0.1145","0.3000","0.1500","0.00","0.20","1","2","0.20","0.40"
"718","4000000000000718","fraud_Schmeler Inc","personal_care","271.17","32.7767","-96.7970","1304000","1704436920","2024-01-05 06:42:00","0","8","12","2181.92","3","11","826.26","5","2","14","0.1080","0.1294","0.3100","0.2000","0.10","0.30","2","3","0.30","0.00"
"719","4000000000000719","fraud_Heathcote LLC","grocery_pos","271.71","47.6062","-122.3321","737000","1704437460","2024-01-05 06:51:00","0","9","14","2461.09","6","19","1647.26","6","4","17","0.1100","0.1443","0.3200","0.2500","0.20","0.00","3","1","0.40","0.10"
"720","4000000000000720","fraud_Kilback LLC","personal_care","272.25","40.7128","-74.0060","8419000","1704438000","2024-01-05 07:00:00","0","1","7","291.09","1","1","272.25","1","6","2","0.1120","0.1591","0.3300","0.3000","0.00","0.10","1","2","0.00","0.20"
"721","4000000000000721","fraud_Ruecker Group","grocery_pos","272.79","34.0522","-118.2437","3980000","1704438540","2024-01-05 07:09:00","0","2","9","545.58","4","9","1095.41","2","1","5","0.1140","0.1740","0.3400","0.3500","0.10","0.20","2","3","0.10","0.30"
"722","4000000000000722","fraud_Stokes and Sons","personal_care","273.33","41.8781","-87.6298","2746000","1704439080","2024-01-05 07:18:00","0","3","11","823.13","7","17","1921.81","3","3","8","0.1160","0.1889","0.3500","0.4000","0.20","0.30","3","1","0.20","0.40"
"723","4000000000000723","fraud_Bahringer Group","grocery_pos","273.87","29.7604","-95.3698","2328000","1704439620","2024-01-05 07:27:00","0","4","13","1101.76","2","17","560.49","4","5","11","0.1180","0.2038","0.3600","0.4500","0.00","0.00","1","2","0.30","0.00"
"724","4000000000000724","fraud_Haley Ltd","personal_care","274.41","39.9526","-75.1652","1600000","1704440160","2024-01-05 07:36:00","0","5","15","1381.47","5","7","1389.05","5","7","14","0.1200","0.2187","0.3700","0.0300","0.10","0.10","2","3","0.40","0.10"
"725","4000000000000725","fraud_McDermott PLC","grocery_pos","274.95","33.4484","-112.0740","1625000","1704440700","2024-01-05 07:45:00","0","6","17","1662.26","8","15","2199.60","6","2","17","0.1220","0.0443","0.3800","0.0800","0.20","0.20","3","1","0.00","0.20"
"726","4000000000000726","fraud_Lynch-Wisozk","misc_net","275.49","32.7767","-96.7970","1304000","1704441240","2024-01-05 07:54:00","0","7","19","1944.13","3","15","830.72","1","4","2","0.1240","0.0591","0.3900","0.1300","0.00","0.30","1","2","0.10","0.30"
"727","4000000000000727","fraud_Huels-Nolan","shopping_net","276.03","47.6062","-122.3321","737000","1704441780","2024-01-05 08:03:00","0","8","21","2227.08","6","23","1664.68","2","6","5","0.1260","0.0740","0.4000","0.1800","0.10","0.00","2","3","0.20","0.40"
